Name ,Sex,Age,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
KZN - Ugu District Municipality (DC21),Female,35-39,19091,18769,18334,17895,17584,17521,17592,17754,17935,18116,18458,18841,19387,20189,20673
KZN - Ugu District Municipality (DC21),Female,40-44,16782,16757,16666,16505,16294,16173,15983,15742,15508,15339,15355,15482,15719,15995,16095
KZN - Ugu District Municipality (DC21),Female,45-49,13725,13863,14045,14177,14238,14350,14448,14535,14576,14540,14486,14368,14233,14118,14029
KZN - Ugu District Municipality (DC21),Female,50-54,13219,12807,12330,11935,11725,11768,11972,12257,12522,12713,12866,13012,13163,13282,13440
KZN - Ugu District Municipality (DC21),Female,55-59,11950,12025,12087,12055,11898,11653,11306,10939,10675,10582,10620,10800,11059,11317,11451
KZN - Ugu District Municipality (DC21),Female,60-64,10538,10515,10481,10470,10495,10511,10585,10673,10701,10625,10388,10063,9737,9521,9301
KZN - Ugu District Municipality (DC21),Female,65-69,8586,8675,8772,8845,8892,8888,8872,8859,8874,8926,8945,9010,9078,9090,9134
KZN - Ugu District Municipality (DC21),Female,70-74,6893,6807,6743,6736,6782,6817,6866,6914,6955,6992,6968,6918,6886,6895,6884
KZN - Ugu District Municipality (DC21),Female,75-79,4019,4327,4568,4714,4751,4704,4672,4663,4680,4725,4821,4901,4938,4924,4975
KZN - Ugu District Municipality (DC21),Female,80+,3105,3142,3183,3227,3274,3358,3451,3552,3664,3787,3732,3686,3649,3623,3615
KZN - uMgungundlovu District Municipality (DC22),Male,0-4,47154,48944,51804,55506,59645,62963,64712,65091,64511,63560,62482,61919,61632,61720,61178
KZN - uMgungundlovu District Municipality (DC22),Male,5-9,49146,48694,47930,47169,46843,47523,49442,52528,56258,59710,62162,63717,64491,64756,66616
KZN - uMgungundlovu District Municipality (DC22),Male,10-14,49595,50118,50515,50615,50192,49430,48449,47417,46874,47334,48833,51311,54524,57821,60311
KZN - uMgungundlovu District Municipality (DC22),Male,15-19,43330,45669,47819,49911,50138,50528,50959,51273,51274,50919,50397,49466,48444,47937,47297
KZN - uMgungundlovu District Municipality (DC22),Male,20-24,37433,38469,39587,40530,42996,45086,47152,49304,51690,52429,52943,53425,53848,54026,54506
KZN - uMgungundlovu District Municipality (DC22),Male,25-29,35670,36111,36447,36921,37662,38484,39561,40731,41767,44486,47041,49477,51894,54413,57370
KZN - uMgungundlovu District Municipality (DC22),Male,30-34,29264,30495,31739,32815,33700,34490,35183,35864,36688,37752,39052,40466,41873,43060,44462
KZN - uMgungundlovu District Municipality (DC22),Male,35-39,24034,24379,24699,25133,25830,26816,28123,29613,31052,32311,33480,34503,35519,36646,37881
KZN - uMgungundlovu District Municipality (DC22),Male,40-44,19781,20003,20237,20453,20694,21097,21569,22137,22869,23828,25100,26607,28244,29816,31442
KZN - uMgungundlovu District Municipality (DC22),Male,45-49,17476,17378,17235,17106,17070,17178,17434,17815,18261,18732,19304,19899,20584,21437,22136
KZN - uMgungundlovu District Municipality (DC22),Male,50-54,15173,15219,15178,15084,14989,14924,14883,14883,14949,15096,15355,15707,16148,16642,17004
KZN - uMgungundlovu District Municipality (DC22),Male,55-59,11701,12000,12271,12471,12591,12666,12719,12763,12804,12848,12905,12952,13024,13156,13228
KZN - uMgungundlovu District Municipality (DC22),Male,60-64,8531,8700,8838,8978,9139,9325,9545,9778,9985,10145,10306,10428,10524,10606,10735
KZN - uMgungundlovu District Municipality (DC22),Male,65-69,5553,5724,5898,6050,6176,6285,6375,6467,6581,6724,6944,7177,7399,7585,7803
KZN - uMgungundlovu District Municipality (DC22),Male,70-74,3532,3513,3510,3540,3600,3689,3788,3884,3963,4025,4124,4208,4306,4429,4528
KZN - uMgungundlovu District Municipality (DC22),Male,75-79,1938,2006,2045,2043,2001,1956,1921,1908,1921,1956,2064,2162,2236,2276,2355
KZN - uMgungundlovu District Municipality (DC22),Male,80+,1236,1235,1235,1237,1240,1190,1143,1099,1057,1017,974,933,894,857,822
KZN - uMgungundlovu District Municipality (DC22),Female,0-4,47467,49003,51516,54807,58490,61421,63001,63379,62927,62161,61291,60805,60458,60409,59918
KZN - uMgungundlovu District Municipality (DC22),Female,5-9,49269,48967,48405,47806,47552,48202,49885,52564,55791,58781,61020,62482,63237,63554,65241
KZN - uMgungundlovu District Municipality (DC22),Female,10-14,49138,49892,50512,50851,50652,50170,49397,48549,48061,48409,49806,52047,54876,57761,59933
KZN - uMgungundlovu District Municipality (DC22),Female,15-19,46188,47575,48832,50106,50486,51015,51646,52163,52408,52282,51907,51116,50274,49897,49410
KZN - uMgungundlovu District Municipality (DC22),Female,20-24,42403,43427,44559,45560,47190,48442,49619,50839,52274,53018,53694,54416,55026,55406,56055
KZN - uMgungundlovu District Municipality (DC22),Female,25-29,40201,40514,40799,41273,42064,42932,44068,45313,46437,48313,50000,51526,53017,54619,56421
KZN - uMgungundlovu District Municipality (DC22),Female,30-34,34288,35107,35904,36570,37156,37736,38322,38984,39833,40931,42313,43855,45445,46825,48364
KZN - uMgungundlovu District Municipality (DC22),Female,35-39,29143,29413,29575,29756,30130,30742,31592,32592,33576,34456,35370,36275,37321,38532,39607
KZN - uMgungundlovu District Municipality (DC22),Female,40-44,24527,24720,24933,25119,25295,25634,25990,26363,26800,27369,28166,29145,30283,31423,32439
KZN - uMgungundlovu District Municipality (DC22),Female,45-49,22092,22028,21891,21747,21684,21763,21992,22350,22757,23148,23593,24018,24480,25015,25493
KZN - uMgungundlovu District Municipality (DC22),Female,50-54,19498,19599,19604,19560,19529,19529,19539,19566,19640,19782,20021,20348,20767,21216,21546
KZN - uMgungundlovu District Municipality (DC22),Female,55-59,15324,15753,16192,16559,16819,17029,17195,17333,17461,17591,17721,17839,17974,18155,18297
KZN - uMgungundlovu District Municipality (DC22),Female,60-64,12250,12357,12430,12545,12745,13049,13454,13905,14323,14665,14929,15144,15337,15529,15782
KZN - uMgungundlovu District Municipality (DC22),Female,65-69,9048,9299,9558,9769,9918,10021,10095,10189,10360,10621,10955,11341,11731,12078,12454
KZN - uMgungundlovu District Municipality (DC22),Female,70-74,6874,6789,6737,6757,6846,6992,7179,7357,7500,7611,7699,7777,7903,8108,8236
KZN - uMgungundlovu District Municipality (DC22),Female,75-79,4707,4875,4970,4968,4859,4704,4587,4535,4563,4676,4857,5019,5137,5201,5339
KZN - uMgungundlovu District Municipality (DC22),Female,80+,3865,3957,4049,4142,4234,4228,4236,4256,4289,4332,4212,4101,3997,3902,3829
KZN - Uthukela District Municipality (DC23),Male,0-4,41892,41612,41498,41564,41776,42239,42854,43624,44544,45535,46459,47126,47286,47138,47677
KZN - Uthukela District Municipality (DC23),Male,5-9,42707,42442,42123,41743,41264,40850,40561,40415,40465,40754,41162,41858,42924,44179,44963
KZN - Uthukela District Municipality (DC23),Male,10-14,42031,42279,42523,42677,42678,42343,42019,41586,41079,40577,40016,39715,39601,39764,39507
KZN - Uthukela District Municipality (DC23),Male,15-19,34384,35814,37505,39595,40441,40258,40106,40204,40516,40871,40142,39463,39057,38977,38678
KZN - Uthukela District Municipality (DC23),Male,20-24,23554,24644,25569,26215,27895,29904,31675,33134,34415,34540,35130,35563,35751,35665,35921
KZN - Uthukela District Municipality (DC23),Male,25-29,17987,18361,18799,19355,20015,20957,21931,22873,23655,25244,26979,28576,30086,31587,33468
KZN - Uthukela District Municipality (DC23),Male,30-34,14721,14905,15155,15452,15796,16260,16771,17354,18027,18786,19704,20712,21752,22687,23755
KZN - Uthukela District Municipality (DC23),Male,35-39,12606,12552,12491,12463,12536,12786,13119,13514,13933,14372,14935,15560,16274,17084,17796
KZN - Uthukela District Municipality (DC23),Male,40-44,10774,10705,10645,10579,10527,10604,10694,10797,10925,11103,11420,11821,12302,12839,13261
KZN - Uthukela District Municipality (DC23),Male,45-49,9665,9522,9363,9214,9105,9082,9097,9147,9206,9259,9367,9498,9670,9899,10043
KZN - Uthukela District Municipality (DC23),Male,50-54,8344,8323,8265,8186,8111,8072,8020,7960,7907,7872,7895,7956,8054,8171,8225
KZN - Uthukela District Municipality (DC23),Male,55-59,6352,6473,6612,6725,6794,6847,6870,6876,6869,6853,6843,6827,6821,6839,6833
KZN - Uthukela District Municipality (DC23),Male,60-64,5079,5029,4958,4919,4939,5013,5118,5233,5326,5385,5459,5520,5570,5613,5673
KZN - Uthukela District Municipality (DC23),Male,65-69,3322,3458,3592,3685,3726,3742,3701,3647,3616,3622,3694,3797,3907,4005,4087
KZN - Uthukela District Municipality (DC23),Male,70-74,2081,2053,2045,2074,2138,2265,2396,2493,2533,2520,2501,2463,2439,2449,2433
KZN - Uthukela District Municipality (DC23),Male,75-79,1149,1232,1281,1284,1238,1191,1159,1165,1220,1319,1439,1545,1613,1629,1726
KZN - Uthukela District Municipality (DC23),Male,80+,756,776,800,826,855,891,927,965,1003,1042,1065,1090,1119,1153,1186
KZN - Uthukela District Municipality (DC23),Female,0-4,41955,41460,41145,41021,41041,41270,41780,42540,43521,44600,45624,46307,46393,46120,46661
KZN - Uthukela District Municipality (DC23),Female,5-9,43324,43140,42869,42473,41951,41463,41003,40599,40350,40379,40621,41229,42242,43481,44138
KZN - Uthukela District Municipality (DC23),Female,10-14,41607,42068,42585,43049,43293,43089,42776,42392,41928,41406,40711,40161,39760,39679,39244
KZN - Uthukela District Municipality (DC23),Female,15-19,36761,37461,38254,39345,39981,40183,40465,40828,41219,41516,41090,40621,40263,40022,39788
KZN - Uthukela District Municipality (DC23),Female,20-24,28295,29317,30334,31152,32364,33529,34396,35059,35742,35999,36541,37068,37447,37654,38049
KZN - Uthukela District Municipality (DC23),Female,25-29,23002,23180,23421,23812,24405,25382,26458,27484,28270,29327,30477,31411,32222,33059,34110
KZN - Uthukela District Municipality (DC23),Female,30-34,20090,20025,19973,19957,20020,20262,20571,20991,21554,22248,23174,24261,25422,26444,27548
KZN - Uthukela District Municipality (DC23),Female,35-39,17640,17621,17543,17415,17315,17340,17390,17468,17569,17707,18024,18434,18992,19690,20145
KZN - Uthukela District Municipality (DC23),Female,40-44,15473,15381,15288,15206,15155,15215,15275,15309,15303,15272,15322,15418,15598,15845,15956
KZN - Uthukela District Municipality (DC23),Female,45-49,13479,13507,13533,13524,13496,13510,13514,13527,13542,13547,13616,13704,13809,13905,13978
KZN - Uthukela District Municipality (DC23),Female,50-54,12265,12162,11999,11854,11794,11841,11937,12039,12110,12135,12162,12199,12270,12365,12417
KZN - Uthukela District Municipality (DC23),Female,55-59,9934,10178,10455,10689,10833,10862,10801,10705,10643,10646,10685,10772,10893,11020,11097
KZN - Uthukela District Municipality (DC23),Female,60-64,8037,8090,8129,8204,8346,8566,8836,9110,9318,9430,9488,9481,9450,9449,9476
KZN - Uthukela District Municipality (DC23),Female,65-69,6056,6219,6389,6532,6641,6736,6792,6841,6923,7052,7232,7474,7730,7944,8166
KZN - Uthukela District Municipality (DC23),Female,70-74,4600,4594,4613,4678,4782,4907,5051,5181,5282,5354,5375,5373,5407,5512,5559
KZN - Uthukela District Municipality (DC23),Female,75-79,2880,3054,3194,3284,3316,3285,3272,3297,3369,3491,3680,3847,3956,3994,4133
KZN - Uthukela District Municipality (DC23),Female,80+,2592,2628,2669,2716,2766,2828,2893,2962,3038,3119,3133,3155,3187,3229,3269
KZN - Umzinyathi District Municipality (DC24),Male,0-4,34873,33907,33062,32361,31780,31609,31950,32751,33915,35239,36832,38338,39485,40392,41831
KZN - Umzinyathi District Municipality (DC24),Male,5-9,37031,36640,36144,35540,34808,33982,33091,32186,31427,31025,30909,31251,32134,33380,33791
KZN - Umzinyathi District Municipality (DC24),Male,10-14,35435,35851,36267,36588,36743,36504,36178,35670,34981,34142,33075,32089,31186,30563,29749
KZN - Umzinyathi District Municipality (DC24),Male,15-19,27009,28502,30238,32346,33464,33649,33808,34143,34611,35048,34453,33821,33330,32983,32669
KZN - Umzinyathi District Municipality (DC24),Male,20-24,15621,16974,18182,19142,20847,22983,24895,26476,27837,28231,29098,29795,30209,30295,30813
KZN - Umzinyathi District Municipality (DC24),Male,25-29,9992,10394,10960,11715,12608,13721,14916,16150,17297,19012,20783,22432,24012,25598,27688
KZN - Umzinyathi District Municipality (DC24),Male,30-34,8170,8102,8112,8226,8473,8892,9426,10083,10869,11791,12864,14071,15349,16561,18016
KZN - Umzinyathi District Municipality (DC24),Male,35-39,7424,7259,7081,6923,6830,6866,6943,7076,7287,7599,8049,8610,9300,10129,10820
KZN - Umzinyathi District Municipality (DC24),Male,40-44,6233,6171,6133,6075,5990,5990,5974,5949,5927,5928,5995,6102,6274,6535,6665
KZN - Umzinyathi District Municipality (DC24),Male,45-49,5969,5731,5474,5248,5091,5056,5076,5126,5161,5160,5167,5171,5182,5212,5222
KZN - Umzinyathi District Municipality (DC24),Male,50-54,5260,5228,5183,5105,4994,4895,4753,4595,4462,4376,4343,4363,4416,4466,4467
KZN - Umzinyathi District Municipality (DC24),Male,55-59,4338,4312,4299,4291,4286,4298,4311,4318,4299,4243,4139,4007,3876,3782,3687
KZN - Umzinyathi District Municipality (DC24),Male,60-64,3559,3524,3475,3433,3410,3417,3422,3427,3429,3430,3437,3448,3454,3438,3440
KZN - Umzinyathi District Municipality (DC24),Male,65-69,2395,2463,2533,2583,2607,2630,2621,2598,2576,2560,2559,2557,2554,2549,2544
KZN - Umzinyathi District Municipality (DC24),Male,70-74,1553,1524,1510,1522,1557,1636,1716,1779,1813,1818,1825,1818,1807,1797,1794
KZN - Umzinyathi District Municipality (DC24),Male,75-79,857,906,934,935,907,889,878,888,923,983,1048,1111,1162,1193,1256
KZN - Umzinyathi District Municipality (DC24),Male,80+,591,596,605,617,632,657,683,709,736,764,800,838,879,923,966
KZN - Umzinyathi District Municipality (DC24),Female,0-4,34479,33382,32481,31779,31220,31027,31340,32088,33174,34401,35950,37354,38348,39077,40380
KZN - Umzinyathi District Municipality (DC24),Female,5-9,37638,37139,36499,35707,34804,33885,32903,31917,31079,30588,30438,30745,31563,32732,33079
KZN - Umzinyathi District Municipality (DC24),Female,10-14,35840,36376,36880,37267,37399,37113,36629,35983,35169,34213,33093,32014,31010,30300,29411
KZN - Umzinyathi District Municipality (DC24),Female,15-19,29555,30571,31711,33098,34044,34501,34935,35368,35754,35973,35465,34826,34200,33587,33171
KZN - Umzinyathi District Municipality (DC24),Female,20-24,20742,21818,22946,23962,25336,26781,28016,29055,30040,30583,31342,32015,32469,32673,33227
KZN - Umzinyathi District Municipality (DC24),Female,25-29,16437,16466,16601,16955,17574,18505,19593,20735,21765,23039,24348,25516,26608,27714,29087
KZN - Umzinyathi District Municipality (DC24),Female,30-34,14228,14132,14082,14053,14073,14236,14431,14716,15160,15798,16696,17780,18970,20090,21254
KZN - Umzinyathi District Municipality (DC24),Female,35-39,13181,12972,12676,12378,12172,12114,12118,12167,12227,12294,12482,12718,13075,13593,13885
KZN - Umzinyathi District Municipality (DC24),Female,40-44,10949,11038,11170,11254,11257,11260,11167,11004,10823,10674,10640,10667,10762,10889,10902
KZN - Umzinyathi District Municipality (DC24),Female,45-49,10008,9815,9614,9462,9408,9484,9644,9841,9986,10025,10032,9977,9895,9817,9784
KZN - Umzinyathi District Municipality (DC24),Female,50-54,9262,9200,9104,8987,8875,8800,8695,8578,8494,8469,8515,8654,8853,9032,9144
KZN - Umzinyathi District Municipality (DC24),Female,55-59,8014,8105,8213,8301,8352,8372,8355,8307,8234,8148,8029,7891,7761,7684,7579
KZN - Umzinyathi District Municipality (DC24),Female,60-64,7042,7064,7070,7106,7192,7278,7386,7499,7588,7635,7617,7570,7505,7428,7397
KZN - Umzinyathi District Municipality (DC24),Female,65-69,5183,5405,5657,5875,6042,6154,6210,6243,6290,6361,6420,6505,6599,6675,6755
KZN - Umzinyathi District Municipality (DC24),Female,70-74,4368,4203,4096,4097,4205,4386,4601,4798,4947,5050,5085,5099,5125,5180,5228
KZN - Umzinyathi District Municipality (DC24),Female,75-79,3215,3457,3605,3625,3504,3343,3210,3143,3167,3290,3455,3607,3727,3803,3945
KZN - Umzinyathi District Municipality (DC24),Female,80+,2658,2771,2892,3022,3160,3305,3453,3607,3768,3937,3931,3934,3949,3975,4019
KZN - Amajuba District Municipality (DC25),Male,0-4,27216,27468,27991,28756,29668,30441,30904,31112,31161,31155,31312,31645,31981,32372,32620
KZN - Amajuba District Municipality (DC25),Male,5-9,27835,27851,27704,27464,27230,27285,27615,28204,28966,29725,30332,30773,31124,31424,31940
KZN - Amajuba District Municipality (DC25),Male,10-14,26955,27419,27891,28257,28396,28327,28175,27941,27757,27750,27917,28346,28964,29652,30047
KZN - Amajuba District Municipality (DC25),Male,15-19,23024,24103,25242,26536,26979,27218,27557,27973,28363,28650,28432,28137,27883,27809,27700
KZN - Amajuba District Municipality (DC25),Male,20-24,18635,19132,19623,20047,21303,22398,23450,24528,25744,26222,26545,26870,27189,27426,27776
KZN - Amajuba District Municipality (DC25),Male,25-29,15173,15614,16052,16503,16994,17579,18160,18685,19103,20289,21510,22624,23664,24717,26024
KZN - Amajuba District Municipality (DC25),Male,30-34,12055,12322,12636,12984,13366,13836,14354,14918,15517,16131,16795,17434,18036,18535,19206
KZN - Amajuba District Municipality (DC25),Male,35-39,10146,10109,10086,10101,10204,10464,10817,11241,11699,12180,12777,13404,14063,14728,15423
KZN - Amajuba District Municipality (DC25),Male,40-44,9332,9131,8925,8733,8587,8568,8604,8691,8828,9028,9383,9807,10291,10813,11261
KZN - Amajuba District Municipality (DC25),Male,45-49,8745,8642,8478,8280,8087,7941,7807,7694,7610,7559,7606,7698,7844,8048,8139
KZN - Amajuba District Municipality (DC25),Male,50-54,7049,7178,7290,7353,7363,7357,7314,7244,7159,7063,6976,6888,6822,6792,6721
KZN - Amajuba District Municipality (DC25),Male,55-59,5456,5514,5563,5617,5687,5799,5936,6074,6179,6235,6268,6260,6226,6177,6177
KZN - Amajuba District Municipality (DC25),Male,60-64,4040,4113,4178,4234,4285,4325,4359,4400,4460,4545,4667,4802,4934,5038,5162
KZN - Amajuba District Municipality (DC25),Male,65-69,2648,2710,2774,2839,2901,2953,2996,3035,3072,3107,3169,3216,3263,3320,3372
KZN - Amajuba District Municipality (DC25),Male,70-74,1491,1522,1551,1581,1614,1666,1714,1756,1789,1813,1875,1935,1988,2031,2084
KZN - Amajuba District Municipality (DC25),Male,75-79,780,773,764,753,739,746,753,763,776,790,819,852,889,928,961
KZN - Amajuba District Municipality (DC25),Male,80+,543,547,554,561,570,534,500,467,434,401,375,349,325,301,280
KZN - Amajuba District Municipality (DC25),Female,0-4,27877,27901,28173,28674,29311,29794,30136,30360,30528,30683,30985,31378,31679,31974,32272
KZN - Amajuba District Municipality (DC25),Female,5-9,28823,28890,28802,28593,28353,28301,28410,28687,29099,29567,29981,30346,30714,31106,31524
KZN - Amajuba District Municipality (DC25),Female,10-14,27238,27866,28519,29079,29382,29431,29334,29154,28969,28872,28875,29044,29337,29726,29880
KZN - Amajuba District Municipality (DC25),Female,15-19,24814,25436,26070,26857,27322,27742,28287,28860,29362,29708,29632,29433,29230,29113,29065
KZN - Amajuba District Municipality (DC25),Female,20-24,20986,21628,22322,22948,23900,24617,25215,25805,26548,27049,27501,28009,28483,28866,29354
KZN - Amajuba District Municipality (DC25),Female,25-29,17637,17897,18220,18637,19182,19855,20604,21346,21964,22886,23744,24444,25076,25770,26607
KZN - Amajuba District Municipality (DC25),Female,30-34,15335,15342,15330,15347,15461,15753,16131,16593,17137,17758,18542,19388,20231,20936,21792
KZN - Amajuba District Municipality (DC25),Female,35-39,13126,13188,13238,13242,13232,13295,13371,13482,13643,13865,14232,14683,15248,15894,16388
KZN - Amajuba District Municipality (DC25),Female,40-44,12003,11813,11596,11411,11305,11345,11452,11580,11681,11748,11869,11998,12176,12410,12562
KZN - Amajuba District Municipality (DC25),Female,45-49,10394,10514,10599,10615,10568,10503,10392,10279,10204,10181,10254,10380,10540,10684,10783
KZN - Amajuba District Municipality (DC25),Female,50-54,8608,8664,8709,8764,8850,8997,9172,9341,9461,9505,9500,9440,9380,9358,9338
KZN - Amajuba District Municipality (DC25),Female,55-59,6933,7033,7127,7208,7278,7384,7485,7587,7701,7836,8021,8225,8422,8572,8758
KZN - Amajuba District Municipality (DC25),Female,60-64,5523,5599,5665,5732,5805,5893,5992,6100,6210,6317,6437,6550,6667,6802,6927
KZN - Amajuba District Municipality (DC25),Female,65-69,3993,4111,4230,4340,4435,4518,4590,4661,4741,4829,4928,5033,5146,5265,5377
KZN - Amajuba District Municipality (DC25),Female,70-74,2674,2721,2773,2838,2916,3017,3122,3219,3303,3378,3457,3533,3611,3697,3781
KZN - Amajuba District Municipality (DC25),Female,75-79,1678,1719,1749,1767,1769,1787,1810,1846,1897,1964,2036,2107,2175,2238,2314
KZN - Amajuba District Municipality (DC25),Female,80+,1495,1525,1557,1591,1626,1626,1629,1636,1647,1662,1652,1645,1641,1641,1640
KZN - Zululand District Municipality (DC26),Male,0-4,49176,49253,49989,51294,52950,54922,56791,58557,60281,62009,64057,66055,67632,68998,70888
KZN - Zululand District Municipality (DC26),Male,5-9,52374,51661,50692,49633,48704,48230,48326,49022,50228,51722,53236,54998,57126,59481,61527
KZN - Zululand District Municipality (DC26),Male,10-14,51903,52464,52913,53079,52813,52035,51094,49954,48878,48166,47849,48137,48866,49980,50208
KZN - Zululand District Municipality (DC26),Male,15-19,41779,44117,46595,49438,50656,50755,50878,51170,51501,51661,50417,49074,47995,47455,46688
KZN - Zululand District Municipality (DC26),Male,20-24,25729,27886,29981,31740,34642,37605,40257,42587,44794,45507,46246,46792,47069,46979,47430
KZN - Zululand District Municipality (DC26),Male,25-29,17226,17864,18657,19718,21093,22927,24969,27046,28897,31692,34544,37104,39412,41605,44756
KZN - Zululand District Municipality (DC26),Male,30-34,13689,13770,13938,14216,14632,15250,15996,16936,18139,19632,21439,23502,25688,27707,30157
KZN - Zululand District Municipality (DC26),Male,35-39,11778,11648,11525,11420,11385,11533,11766,12089,12504,13035,13789,14661,15709,17000,18078
KZN - Zululand District Municipality (DC26),Male,40-44,10711,10471,10200,9929,9704,9652,9654,9694,9754,9847,10096,10424,10849,11382,11740
KZN - Zululand District Municipality (DC26),Male,45-49,9501,9436,9334,9191,9024,8895,8750,8614,8499,8412,8416,8473,8588,8752,8803
KZN - Zululand District Municipality (DC26),Male,50-54,7899,7903,7888,7854,7818,7832,7845,7844,7813,7744,7686,7611,7542,7498,7436
KZN - Zululand District Municipality (DC26),Male,55-59,6446,6448,6457,6458,6453,6477,6506,6538,6566,6587,6635,6685,6732,6761,6801
KZN - Zululand District Municipality (DC26),Male,60-64,5522,5473,5385,5306,5260,5234,5220,5217,5219,5226,5277,5332,5391,5449,5496
KZN - Zululand District Municipality (DC26),Male,65-69,3666,3850,4035,4170,4241,4256,4210,4143,4085,4044,4049,4062,4082,4108,4113
KZN - Zululand District Municipality (DC26),Male,70-74,2416,2369,2352,2394,2490,2653,2825,2961,3031,3041,3055,3052,3043,3038,3039
KZN - Zululand District Municipality (DC26),Male,75-79,1491,1608,1673,1672,1604,1537,1489,1492,1558,1689,1824,1955,2065,2143,2284
KZN - Zululand District Municipality (DC26),Male,80+,1063,1129,1198,1271,1349,1442,1537,1635,1734,1837,1954,2074,2201,2337,2481
KZN - Zululand District Municipality (DC26),Female,0-4,51424,51210,51249,51543,52039,53076,54497,56251,58293,60474,62802,64899,66372,67497,69507
KZN - Zululand District Municipality (DC26),Female,5-9,52797,52338,51935,51522,51042,50662,50411,50348,50583,51238,52213,53660,55662,58035,59655
KZN - Zululand District Municipality (DC26),Female,10-14,52827,53165,53379,53471,53365,52972,52499,51965,51353,50723,50159,49840,49746,50069,49817
KZN - Zululand District Municipality (DC26),Female,15-19,46073,47686,49324,51158,52152,52389,52510,52587,52680,52708,51956,51223,50683,50339,49885
KZN - Zululand District Municipality (DC26),Female,20-24,32722,34800,36988,38979,41454,43625,45421,46916,48318,48932,49478,49842,49963,49926,50255
KZN - Zululand District Municipality (DC26),Female,25-29,24019,24581,25355,26456,27958,29886,32056,34251,36166,38416,40613,42487,44114,45634,47809
KZN - Zululand District Municipality (DC26),Female,30-34,20319,20152,20070,20127,20397,20949,21666,22603,23821,25336,27260,29479,31836,33993,36500
KZN - Zululand District Municipality (DC26),Female,35-39,18539,18293,17968,17620,17352,17254,17216,17269,17437,17748,18370,19174,20242,21600,22548
KZN - Zululand District Municipality (DC26),Female,40-44,16181,16144,16099,16005,15867,15813,15703,15530,15315,15103,15061,15092,15252,15554,15603
KZN - Zululand District Municipality (DC26),Female,45-49,14117,14145,14122,14082,14072,14115,14174,14236,14256,14194,14165,14103,14030,13950,13890
KZN - Zululand District Municipality (DC26),Female,50-54,11389,11572,11754,11923,12089,12273,12410,12508,12584,12646,12739,12851,12989,13110,13217
KZN - Zululand District Municipality (DC26),Female,55-59,9015,9124,9282,9451,9621,9873,10132,10380,10596,10775,10987,11175,11346,11511,11703
KZN - Zululand District Municipality (DC26),Female,60-64,8550,8400,8196,8037,7973,8003,8104,8255,8426,8597,8814,9055,9311,9565,9811
KZN - Zululand District Municipality (DC26),Female,65-69,6770,7045,7342,7561,7663,7632,7486,7309,7182,7129,7152,7243,7379,7541,7616
KZN - Zululand District Municipality (DC26),Female,70-74,5616,5498,5438,5497,5671,5933,6242,6487,6605,6602,6492,6354,6249,6214,6138
KZN - Zululand District Municipality (DC26),Female,75-79,3749,4137,4409,4530,4482,4292,4158,4147,4291,4593,4851,5088,5260,5342,5582
KZN - Zululand District Municipality (DC26),Female,80+,3003,3145,3295,3454,3621,3886,4155,4430,4714,5010,5168,5338,5523,5726,5954
KZN - Umkhanyakude District Municipality (DC27),Male,0-4,41681,41636,42011,42754,43742,44889,46035,47181,48358,49561,50756,51921,52760,53437,54515
KZN - Umkhanyakude District Municipality (DC27),Male,5-9,43081,42433,41730,41049,40459,40070,40035,40383,41086,42037,42926,43988,45326,46838,48082
KZN - Umkhanyakude District Municipality (DC27),Male,10-14,42427,42593,42623,42471,42105,41508,40857,40089,39338,38785,38485,38571,38935,39561,39608
KZN - Umkhanyakude District Municipality (DC27),Male,15-19,33052,35022,37090,39349,40180,40111,39967,39924,39957,39941,39021,38083,37362,37004,36442
KZN - Umkhanyakude District Municipality (DC27),Male,20-24,20299,21894,23394,24661,26865,29179,31271,33079,34699,35048,35516,35774,35799,35568,35746
KZN - Umkhanyakude District Municipality (DC27),Male,25-29,13027,13697,14518,15498,16627,18029,19497,20936,22203,24212,26326,28257,30011,31644,33970
KZN - Umkhanyakude District Municipality (DC27),Male,30-34,10669,10621,10639,10796,11134,11682,12395,13276,14307,15463,16791,18226,19704,21063,22757
KZN - Umkhanyakude District Municipality (DC27),Male,35-39,9312,9287,9246,9183,9139,9198,9279,9416,9659,10049,10677,11455,12382,13443,14363
KZN - Umkhanyakude District Municipality (DC27),Male,40-44,8060,8017,7945,7865,7807,7852,7922,7999,8060,8108,8231,8380,8601,8944,9132
KZN - Umkhanyakude District Municipality (DC27),Male,45-49,6459,6563,6660,6722,6752,6814,6853,6880,6903,6927,7011,7119,7246,7375,7473
KZN - Umkhanyakude District Municipality (DC27),Male,50-54,5307,5292,5271,5273,5317,5423,5561,5714,5849,5946,6046,6123,6193,6267,6354
KZN - Umkhanyakude District Municipality (DC27),Male,55-59,4204,4250,4314,4360,4381,4414,4433,4450,4486,4554,4693,4865,5052,5225,5387
KZN - Umkhanyakude District Municipality (DC27),Male,60-64,3864,3763,3633,3534,3493,3484,3511,3558,3602,3631,3676,3717,3768,3846,3897
KZN - Umkhanyakude District Municipality (DC27),Male,65-69,2524,2685,2860,2978,3024,2998,2912,2816,2749,2719,2732,2773,2829,2887,2916
KZN - Umkhanyakude District Municipality (DC27),Male,70-74,2072,1890,1753,1710,1757,1878,2018,2122,2159,2136,2105,2059,2022,2007,1978
