Name ,Sex,Age,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
WC - City of Cape Town Metropolitan Municipality,Female,30-34,145399,146219,146641,147307,148827,151103,154201,157649,160714,162929,164360,164959,164888,164133,164829
WC - City of Cape Town Metropolitan Municipality,Female,35-39,127589,130924,133931,136193,138018,139433,140598,141791,143290,145259,147653,150825,154631,158055,161187
WC - City of Cape Town Metropolitan Municipality,Female,40-44,112591,114117,115429,117021,119265,121829,124937,128135,130869,132997,134389,135501,136873,138658,140271
WC - City of Cape Town Metropolitan Municipality,Female,45-49,92526,96341,100141,103467,106305,108235,109729,111178,112945,115156,117550,120365,123381,126002,128789
WC - City of Cape Town Metropolitan Municipality,Female,50-54,75878,77753,79742,82108,85120,88354,92095,95961,99446,102264,104217,105573,106853,108430,110324
WC - City of Cape Town Metropolitan Municipality,Female,55-59,61739,63721,65698,67738,69905,71916,73888,75968,78382,81270,84581,88252,91977,95283,99078
WC - City of Cape Town Metropolitan Municipality,Female,60-64,44715,47110,49680,52194,54550,56728,58858,60986,63130,65282,67444,69507,71654,74110,76526
WC - City of Cape Town Metropolitan Municipality,Female,65-69,32483,33406,34427,35747,37424,39381,41663,44077,46449,48726,50988,53203,55437,57695,60252
WC - City of Cape Town Metropolitan Municipality,Female,70-74,21802,22873,23948,24915,25776,26485,27180,28111,29421,31107,33192,35431,37695,39914,42425
WC - City of Cape Town Metropolitan Municipality,Female,75-79,15415,15025,14925,15188,15833,16876,17833,18578,19068,19319,19960,20697,21655,22923,23786
WC - City of Cape Town Metropolitan Municipality,Female,80+,13090,13615,14157,14718,15288,15423,15585,15777,15999,16253,16871,17514,18189,18908,19551
NC - Namakwa District Municipality (DC6),Male,0-4,6463,6089,5583,4982,4335,3840,3646,3728,4015,4384,4669,4825,4813,4671,4819
NC - Namakwa District Municipality (DC6),Male,5-9,6600,6595,6630,6652,6573,6325,5913,5359,4772,4320,4039,3933,4009,4189,4087
NC - Namakwa District Municipality (DC6),Male,10-14,6449,6439,6423,6424,6464,6493,6538,6564,6497,6264,5886,5414,4898,4456,4134
NC - Namakwa District Municipality (DC6),Male,15-19,5001,5283,5605,5948,6063,6092,6063,6013,5980,5974,5944,5969,5998,5949,5943
NC - Namakwa District Municipality (DC6),Male,20-24,4182,4149,4136,4147,4373,4642,4913,5170,5404,5419,5424,5387,5332,5288,5266
NC - Namakwa District Municipality (DC6),Male,25-29,4247,4165,4095,4035,3985,3987,3980,3964,3942,4094,4298,4513,4725,4921,5144
NC - Namakwa District Municipality (DC6),Male,30-34,4600,4498,4384,4277,4194,4123,4059,4004,3954,3903,3857,3824,3808,3805,3776
NC - Namakwa District Municipality (DC6),Male,35-39,4210,4279,4334,4360,4362,4337,4274,4182,4079,3980,3894,3827,3780,3746,3683
NC - Namakwa District Municipality (DC6),Male,40-44,3580,3614,3672,3743,3823,3911,3994,4057,4080,4059,4014,3941,3854,3769,3710
NC - Namakwa District Municipality (DC6),Male,45-49,3476,3433,3372,3327,3326,3357,3405,3463,3519,3563,3624,3688,3742,3768,3819
NC - Namakwa District Municipality (DC6),Male,50-54,2874,2971,3082,3172,3230,3254,3233,3188,3147,3127,3136,3169,3222,3282,3310
NC - Namakwa District Municipality (DC6),Male,55-59,2540,2530,2522,2543,2603,2681,2781,2885,2962,2997,3000,2972,2934,2912,2902
NC - Namakwa District Municipality (DC6),Male,60-64,1907,1993,2084,2161,2218,2263,2276,2275,2283,2314,2380,2470,2565,2638,2716
NC - Namakwa District Municipality (DC6),Male,65-69,1381,1398,1424,1467,1530,1607,1694,1778,1845,1888,1912,1917,1923,1948,1969
NC - Namakwa District Municipality (DC6),Male,70-74,859,903,946,984,1018,1045,1066,1096,1140,1199,1273,1358,1434,1490,1571
NC - Namakwa District Municipality (DC6),Male,75-79,421,427,444,474,519,579,630,669,694,703,700,708,738,796,818
NC - Namakwa District Municipality (DC6),Male,80+,295,298,302,308,315,338,360,382,403,424,477,530,586,643,707
NC - Namakwa District Municipality (DC6),Female,0-4,5834,5558,5170,4702,4199,3839,3701,3765,3983,4265,4529,4681,4686,4580,4712
NC - Namakwa District Municipality (DC6),Female,5-9,5901,5900,5934,5951,5877,5687,5376,4954,4501,4147,3949,3892,3973,4132,4066
NC - Namakwa District Municipality (DC6),Female,10-14,5856,5848,5837,5848,5888,5881,5893,5915,5879,5722,5418,5045,4648,4322,4064
NC - Namakwa District Municipality (DC6),Female,15-19,4823,4995,5190,5396,5495,5521,5498,5451,5420,5419,5399,5414,5433,5391,5386
NC - Namakwa District Municipality (DC6),Female,20-24,4058,4081,4114,4153,4285,4460,4623,4763,4877,4884,4917,4905,4858,4808,4795
NC - Namakwa District Municipality (DC6),Female,25-29,4017,3952,3907,3875,3856,3892,3925,3948,3956,4033,4164,4298,4421,4523,4646
NC - Namakwa District Municipality (DC6),Female,30-34,4544,4404,4246,4106,4004,3917,3857,3827,3815,3809,3793,3795,3820,3857,3865
NC - Namakwa District Municipality (DC6),Female,35-39,4128,4220,4300,4335,4327,4269,4162,4028,3896,3788,3695,3632,3603,3590,3532
NC - Namakwa District Municipality (DC6),Female,40-44,3626,3624,3645,3687,3753,3833,3924,4004,4037,4014,3945,3836,3712,3594,3512
NC - Namakwa District Municipality (DC6),Female,45-49,3505,3491,3452,3416,3406,3407,3415,3434,3464,3502,3559,3634,3709,3747,3806
NC - Namakwa District Municipality (DC6),Female,50-54,2841,2948,3076,3186,3263,3302,3302,3273,3240,3218,3198,3190,3201,3230,3228
NC - Namakwa District Municipality (DC6),Female,55-59,2678,2647,2605,2593,2634,2706,2814,2933,3029,3085,3099,3084,3053,3024,3023
NC - Namakwa District Municipality (DC6),Female,60-64,1952,2084,2233,2360,2443,2476,2463,2434,2426,2458,2508,2591,2688,2770,2845
NC - Namakwa District Municipality (DC6),Female,65-69,1496,1500,1507,1541,1613,1724,1863,1999,2102,2163,2185,2169,2145,2142,2151
NC - Namakwa District Municipality (DC6),Female,70-74,963,1043,1115,1166,1196,1210,1209,1226,1278,1362,1476,1606,1717,1788,1913
NC - Namakwa District Municipality (DC6),Female,75-79,628,588,579,606,671,779,871,931,950,929,883,857,871,937,935
NC - Namakwa District Municipality (DC6),Female,80+,645,655,667,681,696,707,717,728,739,752,791,832,875,921,962
NC - Pixley ka Seme District Municipality (DC7),Male,0-4,10482,10000,9295,8429,7489,6783,6577,6827,7420,8150,8823,9265,9407,9317,9759
NC - Pixley ka Seme District Municipality (DC7),Male,5-9,10315,10411,10583,10739,10728,10428,9840,9000,8095,7411,7082,7064,7377,7885,7857
NC - Pixley ka Seme District Municipality (DC7),Male,10-14,10207,10232,10269,10339,10468,10589,10745,10875,10847,10530,10031,9352,8579,7921,7440
NC - Pixley ka Seme District Municipality (DC7),Male,15-19,8768,9201,9641,10132,10292,10329,10294,10241,10220,10247,10305,10472,10661,10715,10817
NC - Pixley ka Seme District Municipality (DC7),Male,20-24,6522,6891,7283,7619,8226,8787,9248,9625,9968,9962,10010,10018,10011,10031,10043
NC - Pixley ka Seme District Municipality (DC7),Male,25-29,5878,5920,6026,6211,6476,6801,7165,7515,7782,8289,8777,9222,9645,10079,10615
NC - Pixley ka Seme District Municipality (DC7),Male,30-34,6090,6021,5963,5949,6002,6065,6150,6274,6450,6676,6927,7248,7605,7929,8264
NC - Pixley ka Seme District Municipality (DC7),Male,35-39,5441,5558,5672,5758,5828,5895,5919,5913,5902,5917,5971,6063,6201,6393,6496
NC - Pixley ka Seme District Municipality (DC7),Male,40-44,4649,4668,4731,4827,4955,5105,5271,5435,5565,5647,5667,5667,5676,5715,5746
NC - Pixley ka Seme District Municipality (DC7),Male,45-49,4424,4351,4274,4223,4228,4284,4361,4455,4559,4670,4787,4934,5089,5224,5369
NC - Pixley ka Seme District Municipality (DC7),Male,50-54,3760,3810,3871,3919,3949,3974,3964,3939,3925,3936,3946,3989,4068,4175,4227
NC - Pixley ka Seme District Municipality (DC7),Male,55-59,3129,3125,3131,3159,3214,3301,3392,3478,3541,3574,3565,3534,3498,3481,3469
NC - Pixley ka Seme District Municipality (DC7),Male,60-64,2319,2359,2410,2459,2502,2571,2621,2664,2710,2765,2811,2873,2942,3000,3062
NC - Pixley ka Seme District Municipality (DC7),Male,65-69,1698,1672,1649,1645,1662,1736,1814,1889,1952,2004,2033,2053,2074,2103,2135
NC - Pixley ka Seme District Municipality (DC7),Male,70-74,957,1011,1052,1071,1069,1097,1118,1145,1182,1230,1276,1322,1363,1396,1443
NC - Pixley ka Seme District Municipality (DC7),Male,75-79,495,453,432,436,466,531,589,636,669,687,694,707,726,754,772
NC - Pixley ka Seme District Municipality (DC7),Male,80+,332,334,338,343,350,372,392,413,432,452,467,483,502,523,543
NC - Pixley ka Seme District Municipality (DC7),Female,0-4,10164,9746,9110,8316,7452,6829,6655,6890,7435,8105,8775,9213,9352,9265,9688
NC - Pixley ka Seme District Municipality (DC7),Female,5-9,10089,10186,10363,10522,10512,10243,9709,8942,8109,7473,7189,7197,7508,7996,7984
NC - Pixley ka Seme District Municipality (DC7),Female,10-14,10090,10173,10232,10316,10456,10555,10685,10816,10808,10537,10084,9460,8743,8137,7689
NC - Pixley ka Seme District Municipality (DC7),Female,15-19,8543,8976,9433,9911,10194,10314,10331,10295,10283,10323,10392,10557,10747,10807,10916
NC - Pixley ka Seme District Municipality (DC7),Female,20-24,6598,6927,7294,7658,8161,8639,9067,9436,9756,9869,9995,10052,10059,10089,10157
NC - Pixley ka Seme District Municipality (DC7),Female,25-29,5838,5869,5977,6163,6423,6719,7045,7378,7677,8083,8490,8888,9278,9659,10113
NC - Pixley ka Seme District Municipality (DC7),Female,30-34,6154,6016,5866,5755,5726,5751,5823,5945,6111,6318,6567,6874,7218,7554,7881
NC - Pixley ka Seme District Municipality (DC7),Female,35-39,5569,5677,5781,5843,5862,5833,5747,5635,5539,5491,5477,5528,5654,5839,5902
NC - Pixley ka Seme District Municipality (DC7),Female,40-44,4925,4890,4900,4953,5049,5166,5305,5435,5516,5531,5461,5353,5246,5173,5107
NC - Pixley ka Seme District Municipality (DC7),Female,45-49,4696,4615,4529,4462,4441,4455,4481,4525,4588,4669,4751,4865,4989,5074,5177
NC - Pixley ka Seme District Municipality (DC7),Female,50-54,4003,4022,4052,4071,4078,4100,4094,4069,4045,4037,4020,4023,4055,4116,4131
NC - Pixley ka Seme District Municipality (DC7),Female,55-59,3502,3468,3428,3403,3407,3465,3532,3597,3641,3660,3647,3618,3584,3559,3543
NC - Pixley ka Seme District Municipality (DC7),Female,60-64,2649,2729,2820,2893,2935,2983,2998,2999,3005,3026,3040,3069,3106,3133,3160
NC - Pixley ka Seme District Municipality (DC7),Female,65-69,2110,2094,2075,2081,2115,2205,2309,2407,2481,2527,2531,2517,2501,2497,2500
NC - Pixley ka Seme District Municipality (DC7),Female,70-74,1313,1420,1512,1571,1596,1627,1640,1659,1699,1760,1813,1872,1922,1952,2007
NC - Pixley ka Seme District Municipality (DC7),Female,75-79,848,782,757,781,858,987,1103,1188,1236,1244,1208,1183,1178,1197,1190
NC - Pixley ka Seme District Municipality (DC7),Female,80+,869,879,893,910,930,961,992,1023,1054,1086,1116,1149,1185,1226,1264
NC - Siyanda District Municipality (DC8),Male,0-4,12994,12802,12495,12121,11732,11268,10958,10813,10814,10885,10933,11087,11259,11449,11581
NC - Siyanda District Municipality (DC8),Male,5-9,12013,12207,12435,12645,12741,12729,12556,12234,11855,11554,11315,11087,10926,10836,10643
NC - Siyanda District Municipality (DC8),Male,10-14,11126,11291,11443,11587,11728,12001,12270,12509,12644,12596,12493,12251,11930,11610,11414
NC - Siyanda District Municipality (DC8),Male,15-19,9864,10418,10909,11378,11435,11689,11891,12020,12096,12157,12408,12690,12903,12953,13131
NC - Siyanda District Municipality (DC8),Male,20-24,8871,9192,9560,9896,10591,11125,11628,12158,12769,12976,13050,13107,13196,13334,13450
NC - Siyanda District Municipality (DC8),Male,25-29,8402,8584,8832,9140,9503,9838,10203,10549,10822,11514,12098,12656,13220,13828,14523
NC - Siyanda District Municipality (DC8),Male,30-34,8165,8200,8237,8321,8490,8681,8927,9225,9562,9926,10249,10580,10897,11158,11508
NC - Siyanda District Municipality (DC8),Male,35-39,7036,7227,7419,7579,7722,7861,7977,8084,8210,8384,8596,8851,9148,9465,9739
NC - Siyanda District Municipality (DC8),Male,40-44,6063,6104,6162,6253,6392,6571,6794,7034,7250,7426,7565,7670,7770,7898,8034
NC - Siyanda District Municipality (DC8),Male,45-49,5261,5320,5372,5425,5496,5572,5651,5744,5863,6011,6189,6402,6631,6840,7055
NC - Siyanda District Municipality (DC8),Male,50-54,4209,4305,4406,4501,4595,4697,4792,4879,4961,5039,5122,5197,5281,5387,5477
NC - Siyanda District Municipality (DC8),Male,55-59,3374,3404,3448,3511,3591,3683,3786,3897,4005,4106,4206,4296,4379,4459,4556
NC - Siyanda District Municipality (DC8),Male,60-64,2696,2710,2726,2744,2770,2810,2852,2899,2955,3023,3118,3223,3333,3440,3545
NC - Siyanda District Municipality (DC8),Male,65-69,2026,2035,2043,2057,2077,2101,2118,2133,2150,2170,2213,2256,2302,2356,2400
NC - Siyanda District Municipality (DC8),Male,70-74,1112,1196,1270,1323,1356,1386,1417,1445,1467,1483,1514,1540,1566,1592,1618
NC - Siyanda District Municipality (DC8),Male,75-79,526,497,490,511,563,598,635,675,720,767,820,873,922,965,1023
NC - Siyanda District Municipality (DC8),Male,80+,359,356,354,354,355,341,327,313,299,285,311,336,362,389,410
NC - Siyanda District Municipality (DC8),Female,0-4,12217,12150,12018,11853,11686,11416,11196,11042,10961,10921,10903,11024,11196,11420,11515
NC - Siyanda District Municipality (DC8),Female,5-9,11394,11563,11764,11946,12042,12089,12044,11916,11753,11629,11515,11355,11191,11057,10922
NC - Siyanda District Municipality (DC8),Female,10-14,10612,10785,10948,11104,11242,11455,11665,11868,12009,12044,12052,11982,11858,11718,11661
NC - Siyanda District Municipality (DC8),Female,15-19,9962,10228,10466,10717,10795,10978,11152,11295,11424,11551,11734,11929,12103,12194,12355
NC - Siyanda District Municipality (DC8),Female,20-24,9140,9402,9689,9941,10314,10593,10839,11094,11404,11569,11678,11777,11868,11981,12100
NC - Siyanda District Municipality (DC8),Female,25-29,8538,8633,8778,8978,9234,9477,9757,10039,10277,10672,10974,11238,11501,11795,12125
NC - Siyanda District Municipality (DC8),Female,30-34,8076,8087,8080,8089,8156,8266,8419,8611,8837,9095,9369,9653,9925,10137,10419
NC - Siyanda District Municipality (DC8),Female,35-39,6972,7111,7245,7345,7421,7478,7522,7567,7632,7726,7849,8007,8213,8444,8616
NC - Siyanda District Municipality (DC8),Female,40-44,6171,6145,6134,6158,6232,6341,6488,6648,6783,6884,6945,6986,7036,7108,7175
NC - Siyanda District Municipality (DC8),Female,45-49,5397,5442,5477,5497,5515,5531,5543,5569,5623,5708,5820,5958,6104,6225,6353
NC - Siyanda District Municipality (DC8),Female,50-54,4533,4565,4598,4633,4678,4738,4806,4874,4931,4974,5002,5015,5039,5085,5116
NC - Siyanda District Municipality (DC8),Female,55-59,3781,3811,3837,3867,3904,3947,3990,4036,4086,4142,4209,4276,4337,4387,4450
NC - Siyanda District Municipality (DC8),Female,60-64,2795,2893,2992,3074,3135,3197,3245,3284,3321,3357,3408,3453,3497,3540,3586
NC - Siyanda District Municipality (DC8),Female,65-69,2103,2127,2146,2181,2233,2311,2399,2485,2556,2612,2672,2717,2753,2785,2834
NC - Siyanda District Municipality (DC8),Female,70-74,1254,1367,1468,1540,1584,1618,1644,1675,1720,1777,1855,1933,2002,2057,2133
NC - Siyanda District Municipality (DC8),Female,75-79,844,777,747,763,829,919,1004,1072,1118,1139,1159,1183,1216,1262,1293
NC - Siyanda District Municipality (DC8),Female,80+,780,803,828,853,880,873,867,862,860,859,898,937,978,1020,1055
NC - Frances Baard District Municipality (DC9),Male,0-4,19212,19360,19614,19970,20397,20588,20506,20211,19787,19322,18904,18692,18581,18579,18347
NC - Frances Baard District Municipality (DC9),Male,5-9,18786,18729,18656,18575,18481,18511,18689,18989,19349,19657,19784,19712,19496,19204,19177
NC - Frances Baard District Municipality (DC9),Male,10-14,18526,18505,18516,18505,18425,18290,18174,18061,17996,18026,18121,18345,18653,18957,19155
NC - Frances Baard District Municipality (DC9),Male,15-19,16700,17110,17507,17997,17925,17789,17701,17684,17706,17732,17571,17388,17253,17221,17126
NC - Frances Baard District Municipality (DC9),Male,20-24,13795,14150,14418,14508,15081,15689,16173,16565,16966,16858,16920,16950,16920,16807,16775
NC - Frances Baard District Municipality (DC9),Male,25-29,12554,12675,12840,13041,13250,13526,13831,14108,14270,14920,15510,15990,16422,16881,17458
NC - Frances Baard District Municipality (DC9),Male,30-34,12398,12353,12271,12212,12227,12320,12492,12729,13008,13305,13597,13904,14184,14356,14642
NC - Frances Baard District Municipality (DC9),Male,35-39,11182,11365,11539,11652,11718,11749,11764,11785,11841,11958,12118,12320,12566,12832,13040
NC - Frances Baard District Municipality (DC9),Male,40-44,10268,10232,10186,10173,10236,10352,10553,10792,11004,11161,11259,11312,11360,11439,11528
NC - Frances Baard District Municipality (DC9),Male,45-49,9028,9160,9265,9331,9379,9395,9396,9409,9465,9579,9747,9966,10202,10404,10603
NC - Frances Baard District Municipality (DC9),Male,50-54,7470,7606,7736,7857,7984,8121,8273,8423,8550,8644,8703,8726,8749,8805,8857
NC - Frances Baard District Municipality (DC9),Male,55-59,6160,6251,6336,6431,6545,6662,6792,6935,7088,7245,7400,7550,7689,7804,7956
NC - Frances Baard District Municipality (DC9),Male,60-64,4495,4667,4845,5004,5136,5253,5354,5453,5563,5688,5837,5982,6122,6256,6405
NC - Frances Baard District Municipality (DC9),Male,65-69,3152,3203,3256,3333,3438,3574,3730,3890,4037,4167,4301,4419,4534,4653,4787
NC - Frances Baard District Municipality (DC9),Male,70-74,1825,1949,2059,2142,2201,2255,2304,2368,2455,2566,2717,2869,3012,3139,3298
NC - Frances Baard District Municipality (DC9),Male,75-79,932,928,950,1005,1094,1202,1301,1383,1442,1477,1535,1600,1679,1773,1848
NC - Frances Baard District Municipality (DC9),Male,80+,603,645,689,735,783,846,912,979,1048,1119,1264,1408,1555,1707,1882
NC - Frances Baard District Municipality (DC9),Female,0-4,21081,20883,20576,20203,19822,19398,19038,18762,18582,18459,18269,18159,18011,17864,17724
NC - Frances Baard District Municipality (DC9),Female,5-9,20197,20056,20056,20092,20012,19808,19552,19248,18947,18722,18479,18222,17994,17803,17582
NC - Frances Baard District Municipality (DC9),Female,10-14,20436,20174,19881,19614,19405,19215,19121,19076,18991,18823,18556,18292,18016,17768,17534
NC - Frances Baard District Municipality (DC9),Female,15-19,18732,18797,18983,19279,19239,18889,18499,18168,17981,17919,17613,17391,17296,17261,17121
